Geneid	Chr	Start	End	Strand	Length	logFC	logCPM	F	PValue	FDR
5381	YOL132W	NC_001147.6	71300	72715	+	1416	-1.41925061047141	4.73394175121538	79.0665856371983	1.208926994153e-06	1.80213718144349e-05
502	YBR268W	NC_001134.8	741299	741616	+	318	1.2355734716581	6.26547791462104	78.9624327404246	1.21232024366864e-06	1.80240184768242e-05
4916	YMR315W	NC_001145.3	902800	903849	+	1050	-1.09598939839096	7.92997775594227	78.7766072036851	1.22689213524973e-06	1.81924085134252e-05
4906	YMR305C	NC_001145.3	879063	880232	-	1170	3.21137374384655	8.11747156140693	78.5012775550319	1.25012604150552e-06	1.84880117747716e-05
2639	YHR008C	NC_001140.6	122889	123590	-	702	1.1310050089971	9.72406896024626	78.2701031295123	1.26933637978464e-06	1.87005532143061e-05
1773	YNCE0024W	NC_001137.3	441987	442508	+	522	3.17033372730267	12.193628416065	78.1985652568623	1.2754827802348e-06	1.87005532143061e-05
4330	YLR378C	NC_001144.5	875736	877178	-	1443	1.56644621359309	6.94312359322292	78.1043572623313	1.28404396722793e-06	1.87005532143061e-05
6150	YPL061W	NC_001148.4	432588	434090	+	1503	1.25686396131126	8.61420143351412	78.0640407225736	1.28714656879184e-06	1.87005532143061e-05
5285	YNR021W	NC_001146.8	668377	669591	+	1215	1.20050040056373	6.0393619927459	78.0712148038556	1.28746287653103e-06	1.87005532143061e-05
835	YDL130W	NC_001136.10;NC_001136.10	229906;230321	230019;230527	+;+	321	1.15854044259663	8.09452745014576	78.05867277165	1.28768116282197e-06	1.87005532143061e-05
1016	YDR050C	NC_001136.10	555726	556472	-	747	-1.24436439742754	10.9966240915645	78.0138829872609	1.29151477993999e-06	1.87005532143061e-05
2459	YGR181W	NC_001139.9	858287	858604	+	318	1.29988035971297	5.40683501634745	78.017000894179	1.29328373816409e-06	1.87005532143061e-05
5790	YOR264W	NC_001147.6	818866	820158	+	1293	1.43514498253062	5.2723708473965	78.0181074869688	1.29452536077623e-06	1.87005532143061e-05
1503	YDR524C-B	NC_001136.10	1489598	1489798	-	201	1.26082002312375	10.7009820257616	77.7642303300061	1.31356197619655e-06	1.89267734616495e-05
4134	YLR189C	NC_001144.5	530797	534393	-	3597	-0.952519176757131	8.06266888193772	77.3820218509693	1.34822210410159e-06	1.93763715217677e-05
2665	YHR029C	NC_001140.6	167677	168561	-	885	-1.69573012661606	6.91657617348533	77.0666125431122	1.37804319087451e-06	1.97125228563601e-05
5662	YOR136W	NC_001147.6	580250	581359	+	1110	1.17494287183427	9.60698273524137	77.0548476003561	1.37864566631457e-06	1.97125228563601e-05
5283	YNR019W	NC_001146.8	665339	667267	+	1929	-1.27171590377929	6.28971809265895	76.7979914693582	1.40414233231717e-06	2.002599942147e-05
4611	YMR037C	NC_001145.3	344403	346517	-	2115	-1.23153328345153	6.72453174178006	76.6514537966709	1.41794280156542e-06	2.01714959461273e-05
3383	YJR045C	NC_001142.9	519638	521602	-	1965	1.19316649296524	9.84712881678115	76.4959642074671	1.43257688163502e-06	2.03280846115551e-05
3999	YLR087C	NC_001144.5	306855	315731	-	8877	-1.17900101582808	8.05227534391977	76.2223641672235	1.45999639723161e-06	2.06648479961697e-05
2253	YGL001C	NC_001139.9	495453	496502	-	1050	-1.89660461983313	7.07379608297083	76.0635859742613	1.47676344919651e-06	2.08495192260616e-05
4363	YLR410W-B	NC_001144.5	941483	946796	+	5314	-2.33672738831534	4.09958497891822	76.6207297490478	1.48691198659031e-06	2.09400544845193e-05
4800	YMR207C	NC_001145.3	677193	683564	-	6372	-1.28916159168195	7.27690633435555	75.635589808825	1.52083539740546e-06	2.12622584603143e-05
1230	YDR258C	NC_001136.10	971808	974243	-	2436	2.10652212221762	11.2946829334924	75.6311026890546	1.52096165832966e-06	2.12622584603143e-05
6314	YPR103W	NC_001148.4	732349	733212	+	864	1.19493687901363	8.37605166982787	75.6299536483937	1.52117139029189e-06	2.12622584603143e-05
3350	YJR009C	NC_001142.9	453683	454681	-	999	-1.25355093916929	9.93589136062158	75.4451616756592	1.54078629203628e-06	2.14828536489138e-05
5535	YOR010C	NC_001147.6	346195	346950	-	756	-1.40570092723642	4.74032328085167	75.3171414151164	1.56192994648975e-06	2.17236162532879e-05
2388	YGR122W	NC_001139.9	733935	735143	+	1209	-2.19898934382398	4.30240543827307	75.7359821417553	1.57447487582245e-06	2.18175937701749e-05
4392	YLR438W	NC_001144.5	1012501	1013775	+	1275	1.7593977135974	6.73794233315647	75.1247671592217	1.57647198517767e-06	2.18175937701749e-05
267	YBR043C	NC_001134.8	321876	323945	-	2070	-1.29665916767774	6.08299063924331	74.9436764298644	1.59705571078387e-06	2.20480228052797e-05
5815	YOR288C	NC_001147.6	852121	853077	-	957	1.39524259402528	5.75846916116683	74.8707207832238	1.60573240269035e-06	2.20748828268898e-05
5458	YOL059W	NC_001147.6	217126	218448	+	1323	-1.30207257130958	6.70123546584425	74.8508613069653	1.60687817901357e-06	2.20748828268898e-05
5459	YOL058W	NC_001147.6	219211	220473	+	1263	1.39081193937199	8.57517326326148	74.8029411962814	1.6116224955624e-06	2.20859268646143e-05
4764	YMR176W	NC_001145.3	611740	615975	+	4236	-1.05638052667016	7.02128844255441	74.6783329372149	1.62617786887929e-06	2.22310413538254e-05
3628	YKL101W	NC_001143.9	248920	253476	+	4557	1.37478470472224	7.25196564169101	74.5675123974612	1.63885077952828e-06	2.23497776624233e-05
5011	YNL254C	NC_001146.8	168043	169248	-	1206	-1.21312916351172	5.54333099633711	74.5178430727805	1.64664812615672e-06	2.23594712046419e-05
3842	YKR102W	NC_001143.9	646356	649865	+	3510	-1.5898517445732	5.15435412965645	74.5310274015297	1.64753998349993e-06	2.23594712046419e-05
4011	YLR099C	NC_001144.5	339744	340928	-	1185	1.86137443237506	5.85165065209154	74.1843057342467	1.68573999511805e-06	2.28226393058857e-05
1089	YDR119W	NC_001136.10	688227	690533	+	2307	-1.53573387887503	6.25379891744601	74.059364304961	1.70008734448819e-06	2.29379061149701e-05
2371	YGR108W	NC_001139.9	703636	705051	+	1416	2.38565443131678	3.98739188971747	74.5765297401624	1.70243870541081e-06	2.29379061149701e-05
5307	YNR043W	NC_001146.8	701895	703085	+	1191	-1.21618226001829	6.43720536234198	73.7014572301838	1.7441169163306e-06	2.34431062734605e-05
2997	YIL065C	NC_001141.2	241308	241775	-	468	1.4812008829318	6.55435000769267	73.5927926613399	1.75660851520904e-06	2.34939200269402e-05
3496	YJR150C	NC_001142.9	708811	709707	-	897	-3.90444635477377	2.31654915380383	56.7088041732474	1.75741122997949e-06	2.34939200269402e-05
196	YBL019W	NC_001134.8	184353	185915	+	1563	-1.46745360228115	5.45873748313413	73.5833959190593	1.7604721518849e-06	2.34939200269402e-05
4225	YLR278C	NC_001144.5	699999	704024	-	4026	-1.05574479149834	7.44696091010887	73.448109308839	1.77411446930411e-06	2.36197425188826e-05
4842	YMR246W	NC_001145.3	759807	761891	+	2085	-1.78202542210768	7.16617572744069	73.3903586086449	1.78347490607657e-06	2.36669997991146e-05
5276	YNR012W	NC_001146.8	647432	648937	+	1506	-1.45269741938587	5.84746865830493	73.3705363669269	1.78610899465218e-06	2.36669997991146e-05
2841	YHR186C	NC_001140.6	475999	480672	-	4674	-1.34247807391297	6.43375566570546	73.2703940348006	1.79784816128653e-06	2.37663654339882e-05
1701	YER075C	NC_001137.3	308413	311199	-	2787	-1.67119302078579	6.02810484248983	73.0303678065849	1.8296248763311e-06	2.41295233690255e-05
655	YCR037C	NC_001135.5	194414	197185	-	2772	-1.41741177555358	6.03408394155445	72.9708484503938	1.83720551059168e-06	2.41490405972169e-05
5443	YOL075C	NC_001147.6	189658	193542	-	3885	-1.43124070119683	6.49718724726004	72.9459088561878	1.83972173684418e-06	2.41490405972169e-05
1404	YDR420W	NC_001136.10	1306267	1311675	+	5409	-1.23641507180185	7.34301910406038	72.8336793002471	1.85412337408462e-06	2.42812184853839e-05
390	YBR162C	NC_001134.8	563203	564570	-	1368	2.32125058272694	7.78786597707813	72.6381147635658	1.88029007259948e-06	2.45664938389746e-05
4012	YLR099W-A	NC_001144.5	341325	341588	+	264	1.5277356376122	4.9233794062056	72.5515797016909	1.8984565660633e-06	2.47020584234281e-05
3387	YJR048W	NC_001142.9	526335	526664	+	330	1.04348835982366	8.78545948487007	72.4948309409793	1.89948031766236e-06	2.47020584234281e-05
6186	YPL026C	NC_001148.4	500675	502183	-	1509	-1.12021275821481	8.13815639310804	72.4006505967526	1.91259000384014e-06	2.48149698414906e-05
937	YDL021W	NC_001136.10	413953	414888	+	936	-1.26394725499906	7.7394272308301	71.8924574353864	1.98442264243997e-06	2.56618322397979e-05
4323	YLR371W	NC_001144.5	862714	866784	+	4071	-1.11222317910502	7.21431858430602	71.8762527536495	1.98701787548123e-06	2.56618322397979e-05
5889	YOR360C	NC_001147.6	1013241	1014821	-	1581	-1.13883814426696	6.67903532886856	71.7853640498681	2.00057597672032e-06	2.57775364356722e-05
1290	YDR314C	NC_001136.10	1090433	1092511	-	2079	-1.45884364147048	5.44959904884754	71.633523683382	2.0267164546915e-06	2.6054462680151e-05
5919	YOR391C	NC_001147.6	1078545	1079258	-	714	-2.34947748520284	3.6086822423508	72.3839378480973	2.03934200555235e-06	2.61567778973019e-05
3249	YJL084C	NC_001142.9	274862	278002	-	3141	-0.979153074739186	7.15151241446658	71.4265505022548	2.05318017090469e-06	2.62741435112347e-05
4435	YML119W	NC_001145.3	30611	31684	+	1074	1.37347357501816	5.85675624356445	70.8744766347018	2.13983579189439e-06	2.73200392906101e-05
4465	YML091C	NC_001145.3	87123	90731	-	3609	1.74510053403232	9.78832823307416	70.8297608372192	2.14465964101132e-06	2.73200392906101e-05
4060	YLR146W-A	NC_001144.5	433870	434058	+	189	2.12264141037623	4.85905283424246	70.6714395330155	2.18412012813231e-06	2.76502996265466e-05
3959	YLR045C	NC_001144.5	235037	237703	-	2667	1.76952108908358	6.06691936880627	70.5835296451946	2.18609022151589e-06	2.76502996265466e-05
1587	YEL020C	NC_001137.3	118617	120299	-	1683	-1.00180387507597	6.73934218857271	70.5555877627931	2.18918099906058e-06	2.76502996265466e-05
4343	YLR390W	NC_001144.5	903066	903404	+	339	2.23161179319638	6.53850633520141	70.5583305308449	2.19031811493072e-06	2.76502996265466e-05
3278	YJL056C	NC_001142.9	330431	333073	-	2643	-1.51678709105203	5.28827472469219	70.5043911998625	2.20219062150855e-06	2.77377043450684e-05
3465	YJR121W	NC_001142.9	647607	649142	+	1536	1.345279101648	11.5518507414117	70.2834872217439	2.23300422069205e-06	2.80627548362757e-05
1744	YER114C	NC_001137.3	390590	393712	-	3123	-1.0102085662451	6.51570226774135	70.1350392535323	2.25878391764209e-06	2.83232301082415e-05
1113	YDR144C	NC_001136.10	744311	746101	-	1791	1.98308057492294	4.44849009340943	70.2261099221534	2.26682695344404e-06	2.83541203014287e-05
3494	YJR148W	NC_001142.9	705744	706874	+	1131	-1.53996486184228	5.28198892066653	70.085728235949	2.2713648555471e-06	2.83541203014287e-05
2806	YHR155W	NC_001140.6	407103	410789	+	3687	-1.13765392750008	6.55643467553912	70.0179002222049	2.27858598608074e-06	2.83810543377389e-05
5242	YNL023C	NC_001146.8	588263	591160	-	2898	-1.15105338523804	6.29217830798806	69.9028461144675	2.29855334889786e-06	2.85662783161252e-05
4814	YMR221C	NC_001145.3	713931	715445	-	1515	-1.82397681060166	6.71303597178844	69.872519798007	2.30413921222825e-06	2.85723457622552e-05
1771	YER136W	NC_001137.3	439616	440971	+	1356	-1.21118082010371	7.653337512527	69.6383444950436	2.34325031922687e-06	2.89931965546724e-05
639	YCR024C-A	NC_001135.5	162945	163067	-	123	-1.59534577673268	8.42239097627917	69.5809704566547	2.35314431627941e-06	2.90306780230794e-05
559	YCL049C	NC_001135.5	39786	40724	-	939	-1.3625342516384	5.76670911389523	69.5759578424252	2.35663844790386e-06	2.90306780230794e-05
2733	YHR087W	NC_001140.6	280820	281155	+	336	2.04018133387671	8.65663249738454	69.3974491532737	2.38623238395944e-06	2.93307730528347e-05
444	YBR212W	NC_001134.8	647886	649904	+	2019	-1.28571817831288	5.60153358295503	68.9763709821154	2.46571113829283e-06	3.02126840300738e-05
5556	YOR030W	NC_001147.6	386825	388684	+	1860	-1.24608036924325	6.63888143524149	68.9080163467153	2.47599031930708e-06	3.02126840300738e-05
2423	YGR154C	NC_001139.9	796798	797868	-	1071	-1.21403201053021	5.55713808702683	68.8995741671411	2.48056465033101e-06	3.02126840300738e-05
1534	YEL065W	NC_001137.3	27657	29543	+	1887	-1.66930503095214	5.54540071607128	68.9011302472179	2.48392435389781e-06	3.02126840300738e-05
537	YCL075W	NC_001135.5	2126	2566	+	441	-3.86907759868999	2.74774258866535	55.0735424087515	2.48982324943794e-06	3.02126840300738e-05
3661	YKL070W	NC_001143.9	306211	306720	+	510	-1.61291341160678	5.67188014889366	68.8763596556552	2.49032292986514e-06	3.02126840300738e-05
3251	YJL082W	NC_001142.9	281185	283380	+	2196	-1.31594898515738	6.74422583578845	68.7472208747502	2.50595399541658e-06	3.03046564811772e-05
4204	YLR259C	NC_001144.5	663284	665002	-	1719	1.24614995828635	8.98229365319292	68.7067498181699	2.51283317351836e-06	3.03046564811772e-05
1975	YFR049W	NC_001138.5	248523	248894	+	372	1.28315497076555	7.86674935788486	68.7009894727512	2.5141240434875e-06	3.03046564811772e-05
583	YCL025C	NC_001135.5	76018	77919	-	1902	2.36792516979499	9.20378377240703	68.5098857287576	2.55075664886496e-06	3.06802382336655e-05
3103	YIR033W	NC_001141.2	416124	419465	+	3342	-1.29780978405358	6.81012739664795	68.4022361304485	2.57260531693381e-06	3.08767725940343e-05
434	YBR203W	NC_001134.8	629168	631942	+	2775	-1.20495358586105	7.883176281842	68.2782847173269	2.59606875770223e-06	3.10918063823098e-05
2793	YHR143W	NC_001140.6	385510	386487	+	978	1.08003587242881	7.17938331301436	68.0763772606931	2.6364928953625e-06	3.15086197835966e-05
2101	YGL148W	NC_001139.9	226399	227529	+	1131	1.2077563459592	7.14122266757332	67.9192948932245	2.66829556479588e-06	3.18208439163424e-05
1427	YDR447C	NC_001136.10;NC_001136.10	1354829;1355551	1355236;1355553	-;-	411	1.29810361901938	8.28871667376563	67.7973938662397	2.69283455053695e-06	3.20453028784705e-05
1779	YER140W	NC_001137.3	451565	453235	+	1671	-1.26595930755199	5.53603694909022	67.7490853136706	2.70865090903517e-06	3.21652295447926e-05
6005	YPL206C	NC_001148.4	162632	163597	-	966	-1.287113143298	7.63517012456328	67.6232361381497	2.72921549101944e-06	3.23409150679999e-05
3884	YLL026W	NC_001144.5	88623	91349	+	2727	1.94572905120516	12.1173580092858	67.4146602333009	2.77294142180703e-06	3.27869803818766e-05
3373	YJR034W	NC_001142.9	496683	497009	+	327	1.29518232811451	6.02752328531596	67.3975131729837	2.77855765948107e-06	3.27869803818766e-05
15	YAL056W	NC_001133.9	39259	41901	+	2643	-1.39132069014268	7.49771852099049	67.1116143988235	2.8389134615038e-06	3.3376741398371e-05
4708	YMR123W	NC_001145.3	513593	513961	+	369	1.34784587115328	4.95176616263017	67.1354625870087	2.84044703782747e-06	3.3376741398371e-05
5400	YOL113W	NC_001147.6	104326	106293	+	1968	-1.07408358231825	6.35037871029766	67.0709530625651	2.84882789545652e-06	3.34051890251753e-05
6332	YPR119W	NC_001148.4	771653	773128	+	1476	2.44229925654081	3.39604464149431	67.2748880044086	2.88601963674929e-06	3.37261411562094e-05
2244	YGL008C	NC_001139.9	479910	482666	-	2757	-1.60527732535787	12.0442429796503	66.8864450476049	2.88823331935424e-06	3.37261411562094e-05
2663	YHR027C	NC_001140.6	161730	164711	-	2982	1.11225045683598	9.5061353484948	66.7601184608951	2.91663491490915e-06	3.39688604939749e-05
3816	YKR077W	NC_001143.9	583653	584744	+	1092	1.21487886969614	5.38411886635474	66.7588281418645	2.92114018877714e-06	3.39688604939749e-05
6076	YPL135W	NC_001148.4	297553	298050	+	498	1.18098810948216	8.61852894330531	66.6720146052956	2.93664433783912e-06	3.4078450338692e-05
6048	YPL163C	NC_001148.4	241918	242700	-	783	1.57584399891464	5.09789402738945	66.5810166244196	2.96548876912972e-06	3.42716786690392e-05
3093	YIR023W	NC_001141.2	399777	402689	+	2913	-1.1878790988664	6.22743538775715	66.5538503911913	2.96552438081784e-06	3.42716786690392e-05
3727	YKL009W	NC_001143.9	426242	426952	+	711	2.06494540143824	6.85632345481468	66.4826907229198	2.98145459277419e-06	3.43848827006159e-05
323	YBR091C	NC_001134.8	427155	427484	-	330	1.56200869762653	4.87557446050912	66.4564130166512	2.99615579993627e-06	3.44577752631235e-05
4791	YMR199W	NC_001145.3	662644	664284	+	1641	1.7847680972984	4.84562684681726	66.4496153113239	3.00007035297133e-06	3.44577752631235e-05
3017	YIL045W	NC_001141.2	271161	272777	+	1617	-1.6488805805357	7.98938663706994	66.2769165920641	3.02937822583661e-06	3.47232412184339e-05
878	YDL085W	NC_001136.10	303211	304848	+	1638	-1.36414656427963	5.07155369277202	66.1574862879447	3.0646561102445e-06	3.5055913261062e-05
556	YCL052C	NC_001135.5	34143	35393	-	1251	-1.05104352033886	6.6764742685746	66.0435137438582	3.08518993391313e-06	3.52189197140185e-05
2946	YIL113W	NC_001141.2	150559	151188	+	630	-1.4319580392357	5.56573356995283	65.9531190809787	3.11213214949585e-06	3.54161083607271e-05
2741	YHR096C	NC_001140.6	294669	296447	-	1779	-1.39965996186933	5.46641133214605	65.9359468950439	3.11510105652783e-06	3.54161083607271e-05
2579	YHL044W	NC_001140.6	13565	14272	+	708	-1.38877431458466	4.4062864017449	65.6944875573934	3.19418312682137e-06	3.6241693169704e-05
3664	YKL068W-A	NC_001143.9	309206	309442	+	237	1.34099788250068	5.60100228329567	65.5600454814341	3.20797990202786e-06	3.63247017189215e-05
895	YDL067C	NC_001136.10	334217	334396	-	180	1.04178518816851	8.92639480385058	65.4862508155284	3.22194611399748e-06	3.64092902599917e-05
3431	YJR091C	NC_001142.9	595061	598336	-	3276	-0.943101724214127	7.45736431057249	65.397317482178	3.24503593774989e-06	3.65964314508816e-05
4774	YMR184W	NC_001145.3	628189	628785	+	597	1.63099317042555	5.8797374129694	65.2658746402937	3.28208274779359e-06	3.69399072316929e-05
1685	YER061C	NC_001137.3	278298	279626	-	1329	-1.09487421926024	5.52917313975504	65.1623788732629	3.30964686857524e-06	3.71754923814914e-05
128	YBL088C	NC_001134.8	51019	59382	-	8364	-1.00037055406164	7.17053461991619	64.8333456492602	3.39342997681948e-06	3.80403500401464e-05
1780	YER141W	NC_001137.3	453459	454919	+	1461	-1.47235388109965	9.50971094681998	64.7589516505858	3.41292667875653e-06	3.81825429828949e-05
6419	YPR199C	NC_001148.4	938148	939032	-	885	-1.17604019901338	5.57481976149264	64.5933826999264	3.46263829182958e-06	3.86615291348701e-05
6053	YPL158C	NC_001148.4	252034	254310	-	2277	1.38106521734053	6.11321099089534	64.5596370115074	3.46988286994376e-06	3.86653946044429e-05
882	YDL081C	NC_001136.10	309802	310122	-	321	0.987290259202491	7.85510542964337	64.4486785157917	3.49865579427376e-06	3.89086621565564e-05
4160	YLR218C	NC_001144.5	573466	573918	-	453	1.75565902187947	6.02452561195675	64.3772572766865	3.52223773476964e-06	3.90933514918492e-05
462	YBR230W-A	NC_001134.8	680362	680562	+	201	2.17462705290092	7.36270311486406	64.3433433043389	3.52934947848209e-06	3.9094869223107e-05
1699	YER074W	NC_001137.3;NC_001137.3	306323;306792	306325;307196	+;+	408	1.08522527990491	7.8169388599194	64.0369591731891	3.61604640444061e-06	3.99762132088552e-05
1041	YDR074W	NC_001136.10	593893	596583	+	2691	-0.975290820039143	9.16257653973855	63.8260869981182	3.67755564823365e-06	4.05761799376961e-05
5634	YOR107W	NC_001147.6	521353	522282	+	930	-1.23762471325554	5.91398395719945	63.5749528196043	3.75596321603253e-06	4.13276866358737e-05
1585	YEL020W-A	NC_001137.3	117211	117474	+	264	1.62913033917044	6.9906014247269	63.5293972870927	3.76774943538188e-06	4.13276866358737e-05
496	YBR262C	NC_001134.8	735720	736040	-	321	1.23003964596638	6.71021622363673	63.5302383142526	3.76778730971123e-06	4.13276866358737e-05
5855	YOR327C	NC_001147.6	930734	931081	-	348	1.88666874247349	7.10143746683004	63.4402106877454	3.79504103463249e-06	4.15267010525417e-05
3824	YKR085C	NC_001143.9	599094	599681	-	588	1.4837941498179	6.18497265041973	63.4256981113284	3.80074890989365e-06	4.15267010525417e-05
6045	YPL166W	NC_001148.4	237338	237979	+	642	-1.18518898138107	4.78367864279512	63.291683685616	3.85254039751178e-06	4.20106788483532e-05
863	YDL101C	NC_001136.10	280307	281848	-	1542	1.56602450883792	5.19832483335249	63.242760899905	3.86317328085554e-06	4.20448276489229e-05
2801	YHR150W	NC_001140.6	397251	398990	+	1740	-1.01602801167775	5.57663449424731	62.7091073732657	4.03102118606648e-06	4.3786577030819e-05
1364	YDR379C-A	NC_001136.10	1233278	1233517	-	240	1.60812966730548	7.23923162794142	62.6016778420526	4.06310876604486e-06	4.40497575119564e-05
4211	YLR264C-A	NC_001144.5	673828	673944	-	117	1.57958184203345	6.15784936293474	62.3669202752897	4.14383572169442e-06	4.48382224326201e-05
5112	YNL145W	NC_001146.8	352414	352530	+	117	2.04074956532667	4.52466646797282	62.2548577347825	4.2343414050063e-06	4.55768979201917e-05
6134	YPL078C	NC_001148.4	408010	408744	-	735	1.14892246982617	10.0755381776345	62.0926690121353	4.23556234780676e-06	4.55768979201917e-05
1796	YER155C	NC_001137.3	476345	482848	-	6504	-1.05317844391662	8.33453241086174	62.0681273909567	4.24435357365655e-06	4.55768979201917e-05
2791	YHR141C	NC_001140.6;NC_001140.6	381990;382748	382306;382751	-;-	321	1.02938657217047	7.73561753461826	62.0681650589963	4.24462813815166e-06	4.55768979201917e-05
3444	YJR101W	NC_001142.9	618234	619034	+	801	1.01297486713893	6.61239046285027	62.0239655451858	4.26089949876104e-06	4.56641332515404e-05
5461	YOL056W	NC_001147.6	223268	224179	+	912	-1.53172975770528	4.06030140204158	62.2940125098983	4.27979208839637e-06	4.5779073769965e-05
321	YBR089C-A	NC_001134.8	426190	426489	-	300	1.09892665953508	7.02755583710261	61.9059774214837	4.30246123738718e-06	4.59338956867717e-05
12	YAL060W	NC_001133.9	35155	36303	+	1149	-1.44749566071784	8.1019927672546	61.8543067696072	4.32025503907473e-06	4.60361777452734e-05
5142	YNL117W	NC_001146.8	406358	408022	+	1665	1.20577789741004	8.68900731437112	61.5307797984926	4.43724737907216e-06	4.71931149140407e-05
6024	YPL187W	NC_001148.4	193648	194145	+	498	2.09946764711982	4.29347684935724	61.6246769131448	4.49073898605385e-06	4.76715757894542e-05
4533	YML028W	NC_001145.3	220138	220728	+	591	1.14253996393839	10.4272804674157	61.3175403202637	4.51667467565816e-06	4.78562600322571e-05
5730	YOR198C	NC_001147.6	718653	720065	-	1413	1.48551678909151	7.4844847261517	61.2878495557503	4.52845923893272e-06	4.78905925173922e-05
3245	YJL089W	NC_001142.9	265926	268415	+	2490	1.21066353923905	6.65660486630935	61.2167497962707	4.55675452960534e-06	4.80990755902786e-05
6102	YPL110C	NC_001148.4	341068	344739	-	3672	-1.03444467467369	6.39064613721981	60.6338622837234	4.78538675445993e-06	5.04174675916314e-05
4130	YLR185W	NC_001144.5;NC_001144.5	522663;523029	522669;523288	+;+	267	1.14242599617516	8.07337677331334	60.5791631440798	4.80512973824656e-06	5.05304919003226e-05
2109	YGL140C	NC_001139.9	241353	245012	-	3660	-1.40354724213083	7.93681645979918	60.4987670245332	4.83815475762475e-06	5.07230445638804e-05
368	YBR140C	NC_001134.8	517350	526628	-	9279	-1.16610412969659	9.21920727967322	60.4890086961186	4.84153949004032e-06	5.07230445638804e-05
6088	YPL123C	NC_001148.4	317641	318945	-	1305	-1.31822430887343	6.80752662599446	60.4331916057188	4.86585274688576e-06	5.08826579221916e-05
5433	YOL085C	NC_001147.6	161673	162014	-	342	-2.54841572227908	2.79039986563269	56.2778244613773	4.97247809833577e-06	5.1900818884864e-05
825	YDL138W	NC_001136.10	213351	215642	+	2292	-1.68364325781269	5.81264859752265	60.0048847062	5.05025840760109e-06	5.2614680993688e-05
1732	YER101C	NC_001137.3	360502	361794	-	1293	-1.40659492857559	5.42453199084659	59.9690552871264	5.06741436098065e-06	5.26954684476745e-05
2534	YGR254W	NC_001139.9	1000927	1002240	+	1314	-1.30524225823767	11.2807970129125	59.9278207358069	5.07706263550786e-06	5.26980297630029e-05
5696	YOR168W	NC_001147.6	649303	651732	+	2430	-1.2132288712622	5.92377122092302	59.8673878247363	5.10891060093329e-06	5.29305802555104e-05
1410	YDR427W	NC_001136.10	1322205	1323386	+	1182	1.01985160115655	7.64613736363616	59.7700831536973	5.14615831463981e-06	5.3218113198443e-05
5972	YPL240C	NC_001148.4	96496	98625	-	2130	2.43964604388319	12.1647323962266	59.531754403279	5.25135309843471e-06	5.4205956016071e-05
1209	YDR237W	NC_001136.10	936615	937493	+	879	0.941990562501663	6.40642537538218	59.4280492388191	5.30020410914571e-06	5.46096397642678e-05
5812	YOR285W	NC_001147.6	849635	850054	+	420	1.25139428665228	8.76937668954317	59.3955661716173	5.31303269215715e-06	5.46413729165887e-05
3270	YJL063C	NC_001142.9	315759	316475	-	717	1.06347308467815	6.14625939469469	59.3600418411803	5.33196143083258e-06	5.47356113916055e-05
2829	YHR176W	NC_001140.6	454229	455527	+	1299	1.31229435540184	6.92148917556948	59.2195636454935	5.3963556093834e-06	5.52953806043765e-05
471	YBR238C	NC_001134.8	695107	697302	-	2196	-1.592955745408	5.73298080752359	59.1743591847863	5.42118774553779e-06	5.54484622513491e-05
4365	YLR411W	NC_001144.5	947253	947978	+	726	-0.884736349181223	8.18878230420481	59.0918792958826	5.45342085669224e-06	5.5596112867231e-05
2417	YGR148C	NC_001139.9	787312	787779	-	468	1.32620412282923	8.31001556059354	59.0686995299057	5.46419569515041e-06	5.5596112867231e-05
1419	YDR438W	NC_001136.10	1338274	1339386	+	1113	-1.43576554012851	5.37044125731736	59.0863665309882	5.46538058694813e-06	5.5596112867231e-05
2462	YGR185C	NC_001139.9	866336	867520	-	1185	1.0691213926613	5.96762530531596	58.9873786459644	5.50568457827241e-06	5.59046414152479e-05
2338	YGR079W	NC_001139.9	640720	641832	+	1113	-1.25802493567662	6.72261278554133	58.8612543887019	5.56437492910001e-06	5.63984113519088e-05
5536	YOR011W	NC_001147.6	349679	353863	+	4185	-1.57186782583245	5.22117105390604	58.7789986459484	5.62222336594926e-06	5.68132173836296e-05
5286	YNR022C	NC_001146.8	669774	670193	-	420	2.15822865487022	6.53502565364793	58.7385818668917	5.62557281853959e-06	5.68132173836296e-05
5847	YOR317W	NC_001147.6	909343	911445	+	2103	-0.906278887617617	8.8383456297475	58.6805785527633	5.65021927789097e-06	5.69594946988829e-05
3836	YKR096W	NC_001143.9	626793	630380	+	3588	-0.875530974827255	7.58274150911081	58.6101530143374	5.68507632151108e-06	5.72079942227461e-05
4189	YLR246W	NC_001144.5	627118	628197	+	1080	-0.959456269429305	6.07740153365569	58.482479269705	5.7513190913527e-06	5.77222231457671e-05
3455	YJR111C	NC_001142.9	635855	636706	-	852	1.56948380050227	5.0833932496036	58.4827094096776	5.76365454739659e-06	5.77222231457671e-05
4879	YMR279C	NC_001145.3	824729	826351	-	1623	-1.1684319793261	5.39768908159922	58.4599386089044	5.76719734115075e-06	5.77222231457671e-05
694	YCR082W	NC_001135.5	258883	259269	+	387	1.01695019871621	6.89986843364217	58.4061190671828	5.78748102388103e-06	5.77222231457671e-05
4897	YMR296C	NC_001145.3	859215	860891	-	1677	1.10214271805445	6.33850196363931	58.4089195885905	5.7876698319217e-06	5.77222231457671e-05
